x,ARDRegression,AdaBoostRegressor,BaggingRegressor,BayesianRidge,CCA,DecisionTreeRegressor,DummyRegressor,ElasticNet,ElasticNetCV,ExtraTreeRegressor,ExtraTreesRegressor,GammaRegressor,GaussianProcessRegressor,GradientBoostingRegressor,HistGradientBoostingRegressor,HuberRegressor,IsotonicRegression,KNeighborsRegressor,KernelRidge,Lars,LarsCV,Lasso,LassoCV,LassoLars,LassoLarsCV,LassoLarsIC,LinearRegression,LinearSVR,MLPRegressor,MultiTaskElasticNet,MultiTaskElasticNetCV,MultiTaskLasso,MultiTaskLassoCV,NuSVR,OrthogonalMatchingPursuit,OrthogonalMatchingPursuitCV,PLSCanonical,PLSRegression,PassiveAggressiveRegressor,PoissonRegressor,QuantileRegressor,RANSACRegressor,RadiusNeighborsRegressor,RandomForestRegressor,Ridge,RidgeCV,SGDRegressor,SVR,TheilSenRegressor,TransformedTargetRegressor,TweedieRegressor
1,0.09005833768869712,-0.12712641571251793,0.07999618643421329,0.0900583376886972,,0.06531980916139686,-0.018783488899401492,0.016590121660562597,0.09720645760855581,0.0653198091613969,0.06531980916139694,,0.06532023513593169,0.06532184683738948,0.08261443725703002,0.04837730585500488,0.08339953363352146,-0.4282602414239026,-5.435071336186186,0.08973264172530818,0.08973264172530818,0.06190847137100151,0.09649270599550788,0.06190847137100151,0.08973264172530818,0.08973264172530818,0.08973264172530822,-0.12124116553427895,-21.066950577213422,,,,,0.06567890657910536,0.08973264172530818,,,,-0.9456458318177055,0.09351102783618229,,-0.238706860252112,-0.01878348889940158,0.07412133820014097,0.09078235306554236,0.0907823530655459,0.08634011522705212,0.02748479280290452,-0.7975880513802243,0.08973264172530822,0.0097120277179229
2,0.10637686995863296,-0.12042590294690836,0.0933249721078343,0.10753898622919145,,0.07252010910585223,-0.018783488899401492,0.024169988548653043,0.11728626505736697,0.07335012893849999,0.0746457425011682,,0.06496278777757827,0.07235890478073341,0.09974177785001177,0.0748806286693124,,-0.2730762246727985,-2.0474400007064295,0.10664733276308802,0.10664733276308802,0.06188682628622451,0.1146291484766978,0.06188678786497348,0.10664733276308802,0.10664733276308802,0.10664733276308802,-0.13916064439739373,-10.965138198178451,,,,,0.09760504742140189,0.08973264172530848,0.10664733276308802,,0.10664733276308788,0.03636250230961509,0.1145633112222159,,-0.1962865479383788,0.0463690627330041,0.0898577167573175,0.10834034576402345,0.0996333456685951,0.09440472231807803,0.06250187698939613,-0.6292139989407487,0.10664733276308802,0.019255670078533304
3,0.12486307469872678,-0.02778597649270238,0.12792337659566405,0.1297694200439174,,0.09946041189287133,-0.018783488899401492,0.037274447979182154,0.1461252783498955,0.10065301966410874,0.10152323680119543,,0.08866840467103432,0.09973541619802215,0.14022002797556626,0.10370935425741797,,-0.13644404901051801,-1.4065837465158668,0.12684500485493416,0.14110793515306702,0.06795021859363273,0.13858049804294498,0.06794998719861585,0.14110793515306702,0.12684500485493416,0.12684500485493408,-0.1365701633937078,-4.5082779926252154,,,,,0.11038019819018516,0.08973264172530848,0.11845759075241762,,0.12726117586595265,0.022676603137214202,0.13744139626640212,,-0.04895219478857589,0.10293732867596281,0.11388247380251122,0.12942158627741954,0.14130173759351972,0.11026293743525664,0.06892697759603425,-0.535821658127385,0.12684500485493408,0.03259518951391553
4,0.15075807017923043,0.0069419698388963665,0.12472169789772869,0.15818716779751538,,0.09306604345397354,-0.018783488899401492,0.047206094332606606,0.17659952262719283,0.09165842662268038,0.0939240207312118,,0.07865834459512286,0.09236070956047185,0.18120987735433136,0.1304226030281611,,0.0475011579931897,-0.7491000859189579,0.15369077309776727,0.1680915203480702,0.0694390046068537,0.16635823160581906,0.06943916199605764,0.1680915203480702,0.15369077309776727,0.1536907730977672,-0.03851180915254297,-1.622521132340275,,,,,0.14142950496513038,0.08973264172530837,0.1468770779998731,,0.15762384193286122,0.037633903835768076,0.17411495445589806,,-0.025085330908863557,0.13524902928936272,0.10870766177081732,0.15775413855641376,0.17141347999392523,0.11789183815753623,0.10699468524317268,-0.2890912494452097,0.1536907730977672,0.04351649024425046
5,0.2114827362242723,0.0013320143875745981,0.17949779919144218,0.21842899474861244,,0.14567297725712453,-0.018783488899401492,0.057695671827606265,0.23062634680896626,0.14772628034397609,0.15270795112837246,,0.013984363666074428,0.16797551638978675,0.24328427496320906,0.19930833749177984,,0.14328390151673648,-0.2857552549084201,0.21522187211984178,0.21628940348522346,0.07283322302822044,0.21637831948434566,0.07283315957340045,0.21628940348522346,0.21522187211984178,0.2152218721198417,0.09481714060551075,-0.8409231505730176,,,,,0.1813145570142706,0.08973264172530837,0.208902758024883,,0.22053160276808087,0.15731663523710213,0.23306246010971474,,-0.03239919578002422,,0.1957077770472505,0.21854189200567725,0.2273223241009413,0.17800287415623073,0.13514351091785543,-0.04062267165986566,0.2152218721198417,0.05471850733336194
6,0.2357833783259701,-0.00783578994037586,0.18884654936350015,0.24326964753720456,,0.06206236975748458,-0.018783488899401492,0.0604832451898482,0.2537883675697351,0.0635238863002654,0.10511144278813915,,-6388.400180865094,0.16912185674629326,0.28613704899544895,0.22811239674859846,,0.1605483186355075,-0.05111515471451315,0.23932267224284115,0.23274580315170726,0.07283322302822044,0.23789347486276058,0.07283315957340027,0.23274580315170726,0.23932267224284115,0.23932267224284134,0.18187328475576672,-0.290709589374404,,,,,0.18434197352352874,0.08973264172530837,0.23044324310762648,,0.24607736144483564,0.09274179690104616,0.2567851409349545,,0.023095671465645794,,0.18524726661508006,0.24263725736402691,0.25320932326004864,0.18870269631538633,0.13727778480317998,0.10074706060904023,0.23932267224284134,0.06016885647706183
7,0.3270608998283401,0.03112699219760522,0.23538507170604062,0.33396326683664734,,-0.011872186049686761,-0.018783488899401492,0.09138184562440552,0.3420765029191314,-0.04161489952390507,0.06247317687240102,,-2738.052704310762,0.16077582497401446,0.33509009931139966,0.3277143634802001,,0.2751108276984737,0.10853732672526192,0.3306010216452918,0.3273748573929063,0.15133392966763695,0.331156177388105,0.15133389829949145,0.3273748573929063,0.3306010216452918,0.33060102164529187,0.2890379006675373,0.13081894514691966,,,,,0.24040148126640998,0.09838681574668347,0.2857655949761256,,0.33820658611308785,0.2005327870944093,0.3473707458696601,,0.15349766657668057,,0.19623465109382837,0.3331999636508409,0.33976982494173463,0.2941569412872979,0.19985919225657994,0.24881848803094356,0.33060102164529187,0.08579200200017727
8,0.3505232920474608,0.08775011053440614,0.26980839518815125,0.3571435811920572,,-0.01261566110054404,-0.018783488899401492,0.09716155067257441,0.36581994980076216,-0.13441072156424577,0.12058514593346079,,-698.774567930245,0.21648168836605314,0.354967753914482,0.3579754422050502,,0.2917813928250988,0.18889013269698368,0.35281621219691656,0.34897811571497456,0.15131698495835244,0.35330882439887634,0.15131692187032,0.34897811571497456,0.3488377536562079,0.3528162121969165,0.324792238665727,0.18703732301780418,,,,,0.2571646327770057,0.09838681574668347,0.2813580384707797,,0.363277592887519,0.24927529261552284,0.3696513958593993,,0.09498305846113789,,0.2550393689925687,0.3558220241505865,0.3637989399452369,0.32374084440597306,0.22258367336291957,0.3108418874737116,0.3528162121969165,0.0936531710720305
9,0.37839808597443,0.09308039279313685,0.3129848133862766,0.387028555493957,,0.06955443140404502,-0.018783488899401492,0.10491722096046392,0.39426381561704754,0.10444757247874228,0.19714130835067542,,-30.718093473815976,0.3723785391235821,0.3946526531101278,0.39269813213783367,,0.30749525826782137,0.2897631675550739,0.3828733193600805,0.3789370853674154,0.15229290987401548,0.3794962071350825,0.1522928509865062,0.3789370853674154,0.3828733193600805,0.3828733193600806,0.3848688727177101,0.34539331020843694,,,,,0.2572202652886918,0.09838681574668347,0.27170202748823624,,0.3965602291111382,0.3155410385414035,0.3941959029714949,,0.16475298191052418,,0.31913150561871895,0.38604340088764244,0.39485788194400506,0.3767957170695838,0.22820733213126676,0.37248083099574975,0.3828733193600806,0.10301409051061314
10,0.42575562234885495,-0.07326611265111316,0.26047529886122395,0.4338523831088444,,-0.20093797434534424,-0.018783488899401492,0.14510525078611058,0.44264481573486003,0.05873267074149833,0.3417345909160084,,-450.5687229186822,0.3365742441450594,0.4340819854874069,0.43543487316347174,,0.37019473649376045,0.33291621254652404,0.4289894482113244,0.42582738950158683,0.23148732550342074,0.4264319801400419,0.23148725183238494,0.42582738950158683,0.42934408080290887,0.4289894482113244,0.4336211903552366,0.39090906975547607,,,,,0.2776057590185145,0.15272443733603985,0.3216646800973151,,0.44323809277158005,0.2899475687241428,0.4431637362830762,,0.3296305060120489,,0.3561491912390754,0.43249364928957085,0.4451034984654793,0.42048744607782973,0.25755810285797254,0.4189859044732757,0.4289894482113244,0.1361942017763725
