x,rmse,mae,r2
1,12.747404379051247,8.948488372856866,0.06190847137100151
2,12.747588552626468,8.947506137096303,0.06188682628622446
3,12.710119026932745,8.923214664237177,0.06795021859363277
4,12.700760041812165,8.91562937944393,0.06943900460685368
5,12.68013108386631,8.896993057893116,0.07283322302822051
6,12.68013108386631,8.896993057893116,0.07283322302822051
7,12.136833129106918,8.411426637996929,0.15133392966763679
8,12.136920778111536,8.407584515197346,0.15131698495835258
9,12.133048575360053,8.391609452912446,0.15229290987401528
10,11.626778086656367,8.02661523612423,0.2314873255034208
11,11.493971460696212,7.926591614889846,0.2505737942914048
12,11.493972294426792,7.926592779061371,0.25057364164870244
13,11.170417654724806,7.747234729998871,0.2928139547619291
14,11.1573947567297,7.749164524666722,0.2945825944987676
15,11.155829085156599,7.737317241270579,0.2947903369837458
16,10.984162784941674,7.640440667073953,0.31752781706749683
17,10.984162784941674,7.640440667073953,0.31752781706749683
18,10.985492700727555,7.5849934514459205,0.32013293109189317
19,10.951914311159937,7.571601963703664,0.3251815827059296
20,10.249874887973826,7.081694440428512,0.40859744510036455
21,10.066227698332296,6.811397805790866,0.4322427598010691
22,10.008842813140665,6.752813303817959,0.43895112394157587
23,9.984240234199042,6.709121530993999,0.4419990530493282
24,9.92663370526263,6.670848168583483,0.449268490363058
25,9.905454017088028,6.6688096378924495,0.4521726020824318
