Preparation,Application,Examination,Overall,course,min_category,atrisk
92.0,79.95,95.59439124487004,79.95,winter2025,Application,False
100.0,100.0,96.12790697674419,96.12790697674419,winter2025,Examination,False
100.0,99.0,92.90082079343365,92.90082079343365,winter2025,Examination,False
90.82666666666665,89.0,93.6798905608755,89.0,winter2025,Application,False
60.0,97.0,89.4938440492476,60.0,winter2025,Preparation,False
87.32,99.0,90.95075239398085,87.32,winter2025,Preparation,False
100.0,100.0,99.74418604651163,99.74418604651163,winter2025,Examination,False
99.66666666666669,96.4,91.25068399452805,91.25068399452805,winter2025,Examination,False
88.0,94.833,94.13406292749657,88.0,winter2025,Preparation,False
95.04,93.4,97.47674418604652,93.4,winter2025,Application,False
95.04,96.0,99.56976744186048,95.04,winter2025,Preparation,False
100.0,100.0,96.8953488372093,96.8953488372093,winter2025,Examination,False
96.0,95.0,97.31053351573186,95.0,winter2025,Application,False
91.33333333333331,95.0,93.27633378932968,91.33333333333331,winter2025,Preparation,False
57.26666666666667,68.7,76.22435020519836,57.26666666666667,winter2025,Preparation,True
89.61333333333332,96.0,86.27086183310534,86.27086183310534,winter2025,Examination,False
100.0,100.0,98.83720930232558,98.83720930232558,winter2025,Examination,False
100.0,100.0,100.0,100.0,winter2025,Preparation,False
98.0,89.0,96.78522571819425,89.0,winter2025,Application,False
96.0,79.0,89.88440492476059,79.0,winter2025,Application,False
100.0,91.0,99.88372093023256,91.0,winter2025,Application,False
100.0,97.0,95.91313269493844,95.91313269493844,winter2025,Examination,False
100.0,100.0,100.0,100.0,winter2025,Preparation,False
84.0,99.483,84.1515047879617,84.0,winter2025,Preparation,False
91.33333333333331,85.0,93.45485636114913,85.0,winter2025,Application,False
67.74666666666667,79.017,89.04924760601915,67.74666666666667,winter2025,Preparation,False
96.16666666666669,97.0,93.17715458276334,93.17715458276334,winter2025,Examination,False
100.0,100.0,93.69425444596442,93.69425444596442,winter2025,Examination,False
94.00000000000001,89.30000000000001,85.48632010943912,85.48632010943912,winter2025,Examination,False
58.36666666666668,67.80000000000001,78.25581395348837,58.36666666666668,winter2025,Preparation,False
99.19333333333333,98.0,88.90560875512996,88.90560875512996,winter2025,Examination,False
99.6,100.0,98.83720930232558,98.83720930232558,winter2025,Examination,False
100.0,100.0,99.6860465116279,99.6860465116279,winter2025,Examination,False
96.0,99.0,99.4093707250342,96.0,winter2025,Preparation,False
100.0,97.0,98.72093023255815,97.0,winter2025,Application,False
100.0,98.0,95.34883720930233,95.34883720930233,winter2025,Examination,False
99.34,95.0,97.38030095759234,95.0,winter2025,Application,False
100.0,100.0,99.88372093023256,99.88372093023256,winter2025,Examination,False
100.0,96.4,98.38235294117646,96.4,winter2025,Application,False
93.6,97.6,90.0656634746922,90.0656634746922,winter2025,Examination,False
89.18666666666667,98.6,80.55198358413134,80.55198358413134,winter2025,Examination,False
99.2,97.4,94.0560875512996,94.0560875512996,winter2025,Examination,False
82.0,100.0,97.47674418604652,82.0,winter2025,Preparation,False
100.0,99.0,95.15116279069767,95.15116279069767,winter2025,Examination,False
100.0,100.0,100.0,100.0,winter2025,Preparation,False
72.0,84.80000000000001,90.89603283173734,72.0,winter2025,Preparation,False
92.0,94.0,95.67099863201094,92.0,winter2025,Preparation,False
100.0,99.0,100.0,99.0,winter2025,Application,False
62.28666666666667,82.4,91.52530779753761,62.28666666666667,winter2025,Preparation,False
100.0,99.0,100.0,99.0,winter2025,Application,False
82.0,66.0,94.56292749658003,66.0,winter2025,Application,False
95.61333333333334,99.333,90.27359781121751,90.27359781121751,winter2025,Examination,False
96.0,98.0,99.80232558139534,96.0,winter2025,Preparation,False
86.95333333333333,89.5,87.33857729138167,86.95333333333333,winter2025,Preparation,False
83.33333333333331,100.0,93.04480164158687,83.33333333333331,winter2025,Preparation,False
100.0,96.0,98.25581395348837,96.0,winter2025,Application,False
100.0,100.0,100.0,100.0,winter2025,Preparation,False
