x,AdaBoostClassifier,BaggingClassifier,BernoulliNB,CalibratedClassifierCV,CategoricalNB,ComplementNB,DecisionTreeClassifier,DummyClassifier,ExtraTreeClassifier,ExtraTreesClassifier,GaussianNB,GaussianProcessClassifier,GradientBoostingClassifier,HistGradientBoostingClassifier,KNeighborsClassifier,LabelPropagation,LabelSpreading,LinearDiscriminantAnalysis,LinearSVC,LogisticRegression,LogisticRegressionCV,MLPClassifier,MultinomialNB,NearestCentroid,NuSVC,PassiveAggressiveClassifier,Perceptron,QuadraticDiscriminantAnalysis,RadiusNeighborsClassifier,RandomForestClassifier,RidgeClassifier,RidgeClassifierCV,SGDClassifier,SVC
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0
2,0.05714285714285714,0.0,0.05714285714285714,0.0,0.05714285714285714,0.17142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.2571428571428571,,0.2,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.02857142857142857,0.0
3,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.0,0.05714285714285714,0.22857142857142856,0.0,0.0,0.0,0.0,0.34285714285714286,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,,0.2857142857142857,0.0,0.34285714285714286,0.0,0.0,0.0,0.0,0.0,0.0
4,0.11428571428571428,0.05714285714285714,0.11428571428571428,0.0,0.05714285714285714,0.22857142857142856,0.0,0.0,0.0,0.0,0.40476190476190477,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.3761904761904762,,0.22857142857142856,0.11428571428571428,0.3761904761904762,0.0,0.02857142857142857,0.0,0.0,0.05714285714285714,0.0
5,0.14285714285714285,0.02857142857142857,0.08571428571428572,0.0,0.08571428571428572,0.2571428571428571,0.05714285714285714,0.0,0.02857142857142857,0.02857142857142857,0.4333333333333333,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.2571428571428571,0.0,0.0,0.0,0.0,0.0,0.4,,0.22857142857142856,0.11428571428571428,0.3761904761904762,0.0,0.0,0.0,0.0,0.08571428571428572,0.0
6,0.14285714285714285,0.05714285714285714,0.11428571428571428,0.0,0.08571428571428572,0.2571428571428571,0.05714285714285714,0.0,0.02857142857142857,0.05714285714285714,0.40476190476190477,0.0,0.05714285714285714,0.0,0.0,0.02857142857142857,0.02857142857142857,0.1714285714285714,0.02857142857142857,0.02857142857142857,0.0,0.02857142857142857,0.0,0.4666666666666666,,0.3142857142857143,0.14285714285714285,0.3476190476190476,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0.2857142857142857,0.0
7,0.14285714285714285,0.0,0.11428571428571428,0.0,0.08571428571428572,0.2857142857142857,0.05714285714285714,0.0,0.02857142857142857,0.02857142857142857,0.3761904761904762,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,0.02857142857142857,0.1714285714285714,0.02857142857142857,0.02857142857142857,0.0,0.05714285714285714,0.0,0.4666666666666666,,0.09523809523809523,0.11428571428571428,0.31904761904761897,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.0,0.11428571428571428,0.0
8,0.08571428571428572,0.05714285714285714,0.11428571428571428,0.0,0.11428571428571428,0.2857142857142857,0.08571428571428572,0.0,0.08571428571428572,0.05714285714285714,0.40476190476190477,0.0,0.08571428571428572,0.02857142857142857,0.0,0.05714285714285714,0.05714285714285714,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.0,0.02857142857142857,0.0,0.5238095238095238,,0.02857142857142857,0.08571428571428572,0.319047619047619,,0.05714285714285714,0.02857142857142857,0.0,0.11428571428571428,0.0
9,0.11428571428571428,0.11428571428571428,0.1714285714285714,0.02857142857142857,0.14285714285714285,0.3142857142857142,0.14285714285714285,0.0,0.11428571428571428,0.08571428571428572,0.4,0.02857142857142857,0.14285714285714285,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.1714285714285714,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.0,0.45714285714285713,,0.11428571428571428,0.14285714285714285,0.22857142857142856,,0.11428571428571428,0.05714285714285714,0.02857142857142857,0.2857142857142857,0.0
10,0.08571428571428572,0.11428571428571428,0.2,0.0,0.19999999999999996,0.3142857142857142,0.08571428571428572,0.0,0.08571428571428572,0.08571428571428572,0.4,0.0,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.05714285714285714,0.05714285714285714,0.0,0.02857142857142857,0.0,0.39999999999999997,,0.02857142857142857,0.11428571428571428,0.2571428571428571,,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.0
11,0.1714285714285714,0.17619047619047618,0.19999999999999996,0.0,0.3142857142857142,0.38095238095238093,0.2333333333333333,0.0,0.11428571428571428,0.14761904761904762,0.4619047619047619,0.02857142857142857,0.11428571428571428,0.08571428571428572,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.19999999999999996,0.08571428571428572,0.08571428571428572,0.02857142857142857,0.08571428571428572,0.0,0.4666666666666666,,0.08571428571428572,0.11428571428571428,0.34761904761904755,,0.11904761904761904,0.08571428571428572,0.08571428571428572,0.14285714285714285,0.0
12,0.11428571428571428,0.17619047619047615,0.2333333333333333,0.05714285714285714,0.22857142857142856,0.35238095238095235,0.21428571428571425,0.0,0.20476190476190476,0.2619047619047619,0.5285714285714286,0.05714285714285714,0.17619047619047615,0.14285714285714285,0.05714285714285714,0.14285714285714285,0.14285714285714285,0.2333333333333333,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.5619047619047619,,0.1714285714285714,0.11428571428571428,0.29047619047619044,,0.17619047619047615,0.14285714285714285,0.11428571428571428,0.14285714285714285,0.0
13,0.14285714285714285,0.20476190476190476,0.26190476190476186,0.05714285714285714,0.26190476190476186,0.38095238095238093,0.21428571428571425,0.0,0.14761904761904762,0.20476190476190476,0.5571428571428572,0.05714285714285714,0.14285714285714285,0.19999999999999998,0.05714285714285714,0.14285714285714285,0.14285714285714285,0.2333333333333333,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.11428571428571428,0.0,0.5619047619047619,,0.14285714285714285,0.2857142857142857,0.22857142857142856,,0.17619047619047615,0.14285714285714285,0.11428571428571428,0.17142857142857143,0.0
14,0.20476190476190476,0.19999999999999998,0.3238095238095238,0.0,0.3238095238095237,0.38095238095238093,0.32857142857142857,0.0,0.15238095238095237,0.17619047619047618,0.4999999999999999,0.05714285714285714,0.19999999999999996,0.17619047619047615,0.05714285714285714,0.11428571428571428,0.11428571428571428,0.22857142857142856,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.11428571428571428,0.0,0.5571428571428572,,0.22857142857142856,0.3142857142857142,0.19999999999999998,,0.20476190476190476,0.14285714285714285,0.11428571428571428,0.37142857142857144,0.0
15,0.17619047619047618,0.20476190476190476,0.3571428571428571,0.0,0.38095238095238093,0.35714285714285715,0.3238095238095237,0.0,0.32380952380952377,0.23809523809523805,0.4999999999999999,0.0,0.26190476190476186,0.11904761904761904,0.05714285714285714,0.14761904761904762,0.14761904761904762,0.26190476190476186,0.11428571428571428,0.14285714285714285,0.05714285714285714,0.1476190476190476,0.0,0.47142857142857136,,0.14285714285714285,0.11428571428571428,0.2333333333333333,,0.20476190476190476,0.14285714285714285,0.11428571428571428,0.2571428571428571,0.0
16,0.17619047619047618,0.2333333333333333,0.3238095238095238,0.0,0.38095238095238093,0.35714285714285715,0.29047619047619044,0.0,0.1714285714285714,0.20476190476190476,0.5571428571428572,0.02857142857142857,0.26190476190476186,0.14761904761904762,0.02857142857142857,0.17619047619047618,0.17619047619047618,0.2333333333333333,0.11428571428571428,0.20476190476190476,0.05714285714285714,0.11428571428571428,0.0,0.4999999999999999,,0.11428571428571428,0.14285714285714285,0.22857142857142856,,0.20476190476190476,0.17619047619047615,0.11428571428571428,0.47619047619047616,0.0
17,0.20476190476190476,0.17619047619047618,0.35238095238095235,0.0,0.4095238095238095,0.35714285714285715,0.31904761904761897,0.0,0.2095238095238095,0.17619047619047615,0.5571428571428572,0.0,0.2333333333333333,0.17619047619047618,0.02857142857142857,0.14285714285714285,0.14285714285714285,0.26190476190476186,0.11428571428571428,0.17619047619047615,0.05714285714285714,0.11428571428571428,0.0,0.5285714285714286,,0.2571428571428571,0.11428571428571428,0.22857142857142856,,0.20476190476190476,0.17619047619047615,0.11428571428571428,0.3476190476190476,0.0
18,0.2714285714285714,0.19999999999999996,0.4095238095238095,0.0,0.49523809523809514,0.3238095238095237,0.23809523809523805,0.0,0.26666666666666666,0.20476190476190476,0.5857142857142857,0.0,0.20476190476190476,0.14761904761904762,0.0,0.14285714285714285,0.14285714285714285,0.4428571428571428,0.1476190476190476,0.2095238095238095,0.11904761904761904,0.05714285714285714,0.0,0.5285714285714286,,0.4095238095238095,0.2095238095238095,0.14285714285714285,,0.2333333333333333,0.2095238095238095,0.1476190476190476,0.2714285714285714,0.0
19,0.24285714285714283,0.17619047619047618,0.43809523809523804,0.0,0.5523809523809523,0.2952380952380952,0.20476190476190476,0.0,0.3142857142857142,0.17619047619047618,0.5857142857142857,0.0,0.2333333333333333,0.11904761904761904,0.02857142857142857,0.17619047619047618,0.17619047619047618,0.3857142857142857,0.17619047619047618,0.2095238095238095,0.09047619047619047,0.11428571428571428,0.0,0.5857142857142856,,0.15238095238095237,0.14761904761904762,0.11428571428571428,,0.14761904761904762,0.2095238095238095,0.11904761904761903,0.2952380952380952,0.0
20,0.24285714285714283,0.19999999999999998,0.4666666666666666,0.03333333333333333,0.5523809523809523,0.2952380952380952,0.2666666666666666,0.0,0.26190476190476186,0.1476190476190476,0.5857142857142857,0.0,0.20476190476190476,0.11904761904761904,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.3857142857142857,0.11904761904761903,0.17619047619047615,0.09047619047619047,0.06190476190476191,0.0,0.5857142857142856,,0.4333333333333333,0.09047619047619046,0.14285714285714285,,0.14761904761904762,0.2095238095238095,0.11904761904761903,0.35238095238095235,0.0
21,0.21428571428571427,0.17619047619047618,0.4666666666666666,0.03333333333333333,0.5571428571428572,0.32380952380952377,0.2095238095238095,0.0,0.23809523809523808,0.2095238095238095,0.5571428571428572,0.0,0.2095238095238095,0.14761904761904762,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.3857142857142857,0.18095238095238095,0.2095238095238095,0.11904761904761904,0.09047619047619047,0.0,0.5285714285714286,,0.14761904761904762,0.06190476190476191,0.14285714285714285,,0.11904761904761903,0.23809523809523805,0.11904761904761903,0.41428571428571426,0.0
22,0.3,0.26190476190476186,0.4999999999999999,0.0,0.5857142857142856,0.3285714285714286,0.2952380952380952,0.0,0.20476190476190476,0.17619047619047618,0.5571428571428572,0.0,0.2095238095238095,0.15238095238095237,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.4142857142857143,0.18095238095238095,0.2666666666666667,0.20476190476190476,0.06190476190476191,0.0,0.5571428571428572,,0.12380952380952381,0.09523809523809523,0.08571428571428572,,0.11904761904761903,0.23809523809523805,0.09047619047619046,0.5857142857142857,0.0
