x,AdaBoostClassifier,BaggingClassifier,BernoulliNB,CalibratedClassifierCV,CategoricalNB,ComplementNB,DecisionTreeClassifier,DummyClassifier,ExtraTreeClassifier,ExtraTreesClassifier,GaussianNB,GaussianProcessClassifier,GradientBoostingClassifier,HistGradientBoostingClassifier,KNeighborsClassifier,LabelPropagation,LabelSpreading,LinearDiscriminantAnalysis,LinearSVC,LogisticRegression,LogisticRegressionCV,MLPClassifier,MultinomialNB,NearestCentroid,NuSVC,PassiveAggressiveClassifier,Perceptron,QuadraticDiscriminantAnalysis,RadiusNeighborsClassifier,RandomForestClassifier,RidgeClassifier,RidgeClassifierCV,SGDClassifier,SVC
1,0.3659349169599025,0.3586746889250266,0.36575886062187435,0.35111600347901717,0.342425527288541,0.5470890410958904,0.3659349169599025,0.5470890410958904,0.36587623151389315,0.3586746889250266,0.35111600347901717,0.2963540987171124,0.3659349169599025,0.5470890410958904,0.35861600347901723,0.3586746889250266,0.3586746889250266,0.35111600347901717,,0.35111600347901717,0.35111600347901717,0.35111600347901717,0.5470890410958904,,,,,0.35111600347901717,0.5470890410958904,0.3586746889250266,,,,
2,0.3137056919365598,0.30930260675882676,0.3400048923679061,0.3056724927413888,0.31845727332028695,0.32420284566163676,0.3137056919365598,0.5470890410958904,0.3080534451223411,0.30930260675882676,0.3271477495107632,0.3116483516483516,0.3137056919365598,0.5470890410958904,0.2965921939552077,0.30930260675882676,0.30930260675882676,0.3056724927413888,,0.3056724927413888,0.3271477495107632,0.3271477495107632,0.32420284566163676,,,,,0.3271477495107632,0.36613685015429487,0.30930260675882676,,,,
3,0.3229306368370902,0.2867618157945537,0.3475888956661951,0.2996957687184463,0.30686997173298536,0.3086430980685961,0.33126382786698827,0.5470890410958904,0.3312247042363154,0.33390155901578583,0.3085520991293985,0.3028803860200448,0.35279020837224206,0.5470890410958904,0.3124708787624638,0.33390155901578583,0.3124729875872144,0.3053306893533669,,0.30207672109939865,0.3201600150230287,0.3283140038913033,0.3086430980685961,,,,,0.3085520991293985,0.37721908883615046,0.33547920499955247,,,,
4,0.31470125491125567,0.26612424478869035,0.34122225965670194,0.2645823442166376,0.31303515575531227,0.2574026852574567,0.28140106469938403,0.5470890410958904,0.28136554324442525,0.2872462121864482,0.31130022402038054,0.2819155455480181,0.26950553807996747,0.31454935855620786,0.30235183114341624,0.2570848174579449,0.26262234765147746,0.2963982329209105,,0.30683207312365823,0.3067516773289768,0.3254382883370163,0.2574026852574567,,,,,0.3082235388008382,0.35564845032367476,0.25081580350625904,,,,
5,0.3467580126740337,0.23882243468853975,0.3735258660307584,0.3157489884475235,0.3134635471515443,0.22205706925018961,0.2760570459719759,0.5470890410958904,0.2315274922670259,0.2649117139099525,0.3251198311021671,0.3459435243855854,0.3001228387567446,0.2599836538255408,0.30607271343572706,0.20335440040831926,0.18195645214814332,0.3316384078617876,,0.3278990123366778,0.34083777991830255,0.3455951838613544,0.22205706925018961,,,,,0.32304161520042174,0.33439613169854565,0.2704984180624411,,,,
6,0.2586820259673244,0.19455826479464644,0.2832039979672937,0.22979966333101257,0.24780148509120714,0.17076775123095705,0.18583722726517798,0.5470890410958904,0.19508925514726985,0.17719383948717157,0.27551547568069534,0.25037007928307864,0.22233098611018676,0.1948094920477848,0.1920721637208917,0.1617234743838174,0.16252224253263653,0.22798803732353404,,0.2335388804159501,0.23588572041150752,0.2333696621745293,0.17076775123095705,,,,,0.24586470628202678,0.24541501679893915,0.18861445942213742,,,,
7,0.2128394011522472,0.2083751867707991,0.2694216764876038,0.22834294904891186,0.2415071139300735,0.18249203475153666,0.17318685929086275,0.5470890410958904,0.13762651880912766,0.16627822186975993,0.2538893197725728,0.2359709312098662,0.16900961535600095,0.1933421384192544,0.19143548286894665,0.16536279991209574,0.16345518357721406,0.2258608829916521,,0.22855366017973475,0.2407363084546775,0.23589655693583675,0.18249203475153666,,,,,0.218830669243591,0.23552557871454044,0.18147106723457013,,,,
8,0.21207134966302083,0.21234792939779795,0.2692465551827999,0.22574891030423486,0.24280698566345613,0.1440902044060539,0.19149826375009144,0.5470890410958904,0.14532987373164877,0.15635647397892788,0.25278859203380843,0.2395242000089989,0.18318699839471952,0.19764930128765915,0.23934898957944584,0.17077662611890532,0.18119621201837788,0.22622214183866282,,0.2274004601836963,0.24176085299695244,0.20176790246044934,0.1440902044060539,,,,,0.19193489500746044,,0.16867839085654346,,,,
9,0.2264469390408542,0.22312756541858025,0.3316196334976027,0.2315255548500576,0.28975276275367196,0.19968607468295688,0.19552284583535595,0.5470890410958904,0.18497132186845588,0.1724414504422755,0.3101513048855632,0.27898880217994165,0.1986333972898423,0.19764930128765915,0.2794325876884585,0.13635363896786334,0.14734215476375212,0.2281798007428133,,0.23037322076030486,0.29822746955783763,0.26449686976074005,0.19968607468295688,,,,,0.24600824427280008,,0.18774417655488712,,,,
10,0.2157230210636442,0.20162164038172997,0.337248303298652,0.22136364775252354,0.31121186208628826,0.18598274753219038,0.16927396229243014,0.5470890410958904,0.1823926313909553,0.17459464914815986,0.32690318986822686,0.3124110435179819,0.15473523493584107,0.20081840682338975,0.24320129913574137,0.19134945830203523,0.17741344299852752,0.21662212099354816,,0.2301235976482939,0.30972306844935604,0.2404265580645641,0.18598274753219038,,,,,0.19562933607157934,,0.1853645567322667,,,,
11,0.2107221397867626,0.20095201692702597,0.3498327337503545,0.23835864851935082,0.3759648727689381,0.1913286150132001,0.2518543746395913,0.5470890410958904,0.14389195970414875,0.16538298728824766,0.381630996369169,0.31829092214970245,0.15943121090693638,0.19805679463896025,0.22658719895021262,0.19627051781338506,0.17749420717625788,0.2706462858069607,,0.2839488663416626,0.3219765131609287,0.264678804789504,0.1913286150132001,,,,,0.2071984236634154,,0.18877829727188258,,,,
12,0.2839148412185103,0.32208613773238676,0.4094983787735124,0.33460582258200755,0.4154029095766984,0.2341175308299553,0.2933715825001742,0.5470890410958904,0.1697034758206139,0.24475811145080298,0.39240374079120527,0.4047731173034864,0.2608183662998288,0.2686982665605013,0.2986448635078772,0.2979292784424885,0.3011938863943145,0.35567508196677866,,0.36500524992956734,0.34432066998098043,0.3567200127316316,0.2341175308299553,,,,,0.22326133702137668,,0.2754898309436494,,,,
13,0.2823482653323444,0.23901210336270856,0.4077209428666439,0.3238960466263969,0.4079291364147214,0.21755735167116116,0.3488076765229407,0.5470890410958904,0.18461913520562018,0.2454216820017427,0.37393604079087017,0.39706736029035217,0.23455964309644553,0.2588217772529002,0.27567176517763603,0.3000001709930709,0.3059358977101359,0.3350427114119284,,0.3442051369005016,0.34634115551533345,0.334504508781263,0.21755735167116116,,,,,0.17499066575194716,,0.28718979888625645,,,,
14,0.3178942274585032,0.234829747135871,0.4195744069207007,0.35435411030445657,0.4114285773163638,0.2452947129111438,0.28287033356190033,0.5470890410958904,0.2517367592928612,0.2691258361505656,0.4063776708305983,0.42815762528508294,0.23241653100594367,0.24083833817488767,0.2875956407119881,0.16685196776250252,0.19486115673746576,0.38101327219577186,,0.38537138133330606,0.3770713624185834,0.3542626068491995,0.2452947129111438,,,,,0.20295321940723587,,0.3010966970431757,,,,
15,0.29863677862255067,0.2488159998160362,0.4443068318643354,0.3709508377197962,0.4232212914625252,0.2637417066886384,0.2266603576226968,0.5470890410958904,0.2690052897244678,0.24578278145802304,0.40319687777658053,0.41461650448298404,0.2308324239627877,0.26887572259470666,0.3172062787704203,0.17930017634448556,0.18980701089425148,0.3926024393010903,,0.40671139446398497,0.39792476451233805,0.3548375400839441,0.2637417066886384,,,,,0.17082982004698713,,0.26626072919277044,,,,
16,0.32978418319721037,0.2569388643116012,0.4328113689930609,0.34579620544310485,0.4137935468881963,0.22002770544840616,0.24291977848089336,0.5470890410958904,0.21630761943826143,0.2203592243011256,0.3886577348464663,0.43419195915195863,0.23238890811924645,0.28111027423108764,0.24481592789322731,0.21950055058236603,0.22802698743312141,0.3644660962692214,,0.3656352883707236,0.376322521907648,0.3341691442618443,0.22002770544840616,,,,,0.17951872062677315,,0.2692406656079106,,,,
